Geneid	gene_name	SRR6780155_1Aligned.sortedByCoord.out.bam
gene-LOC107068971	LOC107068971	4
gene-LOC107068975	LOC107068975	0
gene-LOC107069068	LOC107069068	58
gene-LOC107069066	LOC107069066	9
gene-LOC107068970	LOC107068970	121
gene-LOC107069037	LOC107069037	206
gene-LOC107069038	LOC107069038	11
gene-LOC107069039	LOC107069039	78
gene-LOC107069040	LOC107069040	212
gene-LOC107069062	LOC107069062	379
gene-LOC107069057	LOC107069057	226
gene-LOC107069055	LOC107069055	64
gene-LOC107069056	LOC107069056	29
gene-LOC107069058	LOC107069058	14
gene-LOC107069070	LOC107069070	6
gene-LOC107068954	LOC107068954	11
gene-LOC107069069	LOC107069069	101
gene-LOC107068955	LOC107068955	4
gene-LOC107068956	LOC107068956	0
gene-LOC107068957	LOC107068957	0
gene-LOC107068959	LOC107068959	0
gene-LOC107069060	LOC107069060	259
gene-LOC107068977	LOC107068977	69
gene-LOC107068983	LOC107068983	64
gene-LOC107068978	LOC107068978	842
gene-LOC107068984	LOC107068984	140
gene-LOC107068981	LOC107068981	7
gene-LOC107068982	LOC107068982	48
gene-LOC107068976	LOC107068976	120
gene-LOC107068985	LOC107068985	201
gene-LOC107068986	LOC107068986	973
gene-LOC107068988	LOC107068988	217
gene-LOC107068989	LOC107068989	74
gene-LOC107068990	LOC107068990	52
gene-LOC107068991	LOC107068991	407
gene-LOC107068994	LOC107068994	177
gene-LOC107068993	LOC107068993	55
gene-LOC107068995	LOC107068995	307
gene-LOC107068996	LOC107068996	1
gene-LOC107069059	LOC107069059	101
gene-LOC107069050	LOC107069050	15
gene-LOC107069048	LOC107069048	257
gene-LOC107069027	LOC107069027	22
gene-LOC107069028	LOC107069028	370
gene-LOC107068960	LOC107068960	0
gene-LOC107068961	LOC107068961	1
gene-LOC107069029	LOC107069029	36
gene-LOC107069034	LOC107069034	14
gene-LOC107069032	LOC107069032	67
gene-LOC107069033	LOC107069033	159
gene-LOC107069030	LOC107069030	202
gene-LOC107069012	LOC107069012	455
gene-LOC107069016	LOC107069016	28
gene-LOC107069011	LOC107069011	412
gene-LOC107068962	LOC107068962	624
gene-LOC107069014	LOC107069014	743
gene-LOC107069013	LOC107069013	220
gene-LOC107069017	LOC107069017	414
gene-LOC107069035	LOC107069035	747
gene-LOC107068972	LOC107068972	533
gene-LOC107069053	LOC107069053	183
gene-LOC107068997	LOC107068997	50
gene-LOC107069003	LOC107069003	186
gene-LOC107069004	LOC107069004	8
gene-LOC107068999	LOC107068999	52
gene-LOC107068998	LOC107068998	117
gene-LOC107068963	LOC107068963	13
gene-LOC107069000	LOC107069000	163
gene-LOC107069002	LOC107069002	232
gene-LOC107069005	LOC107069005	284
gene-LOC107069008	LOC107069008	359
gene-LOC107069009	LOC107069009	117
gene-LOC107068964	LOC107068964	82
gene-LOC107069006	LOC107069006	145
gene-LOC107069007	LOC107069007	212
gene-Trnar-acg-5	Trnar-acg	0
gene-LOC107069047	LOC107069047	295
gene-LOC107068974	LOC107068974	1
gene-LOC107068973	LOC107068973	14
gene-LOC107069045	LOC107069045	24
gene-LOC107069046	LOC107069046	3
gene-LOC107069044	LOC107069044	85
gene-LOC107069041	LOC107069041	323
gene-LOC107069025	LOC107069025	194
gene-LOC107068965	LOC107068965	407
gene-LOC107069026	LOC107069026	15
gene-LOC107069024	LOC107069024	159
gene-LOC107069018	LOC107069018	2066
gene-LOC107068966	LOC107068966	98
gene-LOC107069019	LOC107069019	306
gene-LOC107069020	LOC107069020	346
gene-LOC107069021	LOC107069021	69
gene-LOC107068967	LOC107068967	4082
gene-LOC107069023	LOC107069023	1104
gene-LOC107069065	LOC107069065	3
gene-LOC107069064	LOC107069064	32
gene-LOC107069063	LOC107069063	3
gene-LOC107068968	LOC107068968	1
gene-LOC107069061	LOC107069061	20
gene-LOC107069051	LOC107069051	77
gene-LOC107069052	LOC107069052	706
gene-LOC107069137	LOC107069137	503
gene-LOC107069147	LOC107069147	11
gene-LOC107069124	LOC107069124	544
gene-LOC107069121	LOC107069121	67
gene-LOC107069120	LOC107069120	198
gene-LOC107069119	LOC107069119	79
gene-LOC107069116	LOC107069116	184
gene-LOC107069072	LOC107069072	1
gene-LOC107069073	LOC107069073	1
gene-LOC107069142	LOC107069142	52
gene-LOC107069136	LOC107069136	191
gene-LOC107069084	LOC107069084	172
gene-LOC107069085	LOC107069085	4946
gene-LOC107069088	LOC107069088	89
gene-LOC107069087	LOC107069087	818
gene-LOC107069089	LOC107069089	202
gene-LOC107069097	LOC107069097	21
gene-LOC107069098	LOC107069098	37
gene-LOC107069096	LOC107069096	38
gene-LOC107069094	LOC107069094	191
gene-LOC107069093	LOC107069093	119
gene-LOC107069092	LOC107069092	216
gene-LOC107069103	LOC107069103	302
gene-LOC107069104	LOC107069104	141
gene-LOC107069105	LOC107069105	77
gene-LOC107069130	LOC107069130	156
gene-LOC107069132	LOC107069132	136
gene-LOC107069134	LOC107069134	111
gene-LOC107069146	LOC107069146	10
gene-LOC107069145	LOC107069145	223
gene-LOC107069131	LOC107069131	512
gene-LOC107069099	LOC107069099	155
gene-LOC107069100	LOC107069100	4721
gene-LOC107069101	LOC107069101	299
gene-LOC107069127	LOC107069127	630
gene-LOC107069090	LOC107069090	178
gene-LOC107069091	LOC107069091	1333
gene-LOC107069148	LOC107069148	21
gene-LOC107069129	LOC107069129	1029
gene-LOC107069150	LOC107069150	14
gene-LOC107069125	LOC107069125	669
gene-LOC107069135	LOC107069135	325
gene-LOC107069110	LOC107069110	165
gene-LOC107069112	LOC107069112	112
gene-LOC107069106	LOC107069106	161
gene-LOC107069108	LOC107069108	245
gene-LOC107069109	LOC107069109	3
gene-LOC107069111	LOC107069111	118
gene-LOC107069139	LOC107069139	169
gene-LOC107069138	LOC107069138	27
gene-LOC107069122	LOC107069122	941
gene-LOC107069123	LOC107069123	424
gene-LOC107069126	LOC107069126	2354
gene-LOC107069141	LOC107069141	260
gene-LOC107069140	LOC107069140	267
gene-LOC107069143	LOC107069143	284
gene-LOC107069144	LOC107069144	507
gene-LOC107069075	LOC107069075	18
gene-LOC107069076	LOC107069076	1589
gene-LOC107069077	LOC107069077	96
gene-LOC107069078	LOC107069078	58
gene-LOC107069080	LOC107069080	605
gene-LOC107069082	LOC107069082	13189
gene-LOC107069083	LOC107069083	1
gene-LOC107069081	LOC107069081	2
gene-LOC107069113	LOC107069113	124
gene-LOC107069115	LOC107069115	79
gene-LOC107069114	LOC107069114	543
gene-LOC107069149	LOC107069149	33
gene-LOC107069157	LOC107069157	329
gene-LOC107069164	LOC107069164	23
gene-LOC107069151	LOC107069151	22
gene-LOC107069160	LOC107069160	428
gene-LOC107069158	LOC107069158	1358
gene-LOC107069166	LOC107069166	1
gene-LOC107069163	LOC107069163	788
gene-LOC107069161	LOC107069161	366
gene-LOC107069165	LOC107069165	1528
gene-LOC107069162	LOC107069162	86
gene-LOC107069171	LOC107069171	1078
gene-LOC107069170	LOC107069170	489
gene-LOC107069167	LOC107069167	514
gene-LOC107069172	LOC107069172	11
gene-LOC107069173	LOC107069173	132
gene-LOC107069168	LOC107069168	487
gene-LOC107069175	LOC107069175	441
gene-LOC107069178	LOC107069178	530
gene-LOC107069176	LOC107069176	82
gene-LOC107069181	LOC107069181	4
gene-LOC107069177	LOC107069177	9
gene-LOC107069179	LOC107069179	421
gene-LOC107069153	LOC107069153	50
gene-LOC107069154	LOC107069154	806
gene-LOC107069187	LOC107069187	312
gene-LOC107069191	LOC107069191	163
gene-LOC107069188	LOC107069188	76
gene-LOC107069189	LOC107069189	37
gene-LOC107069186	LOC107069186	62
gene-LOC107069192	LOC107069192	685
gene-LOC107069200	LOC107069200	522
gene-LOC107069204	LOC107069204	178
gene-LOC107069205	LOC107069205	127
gene-LOC107069203	LOC107069203	46
gene-LOC107069206	LOC107069206	172
gene-Trnaa-cgc-3	Trnaa-cgc	1
gene-LOC107069208	LOC107069208	165
gene-LOC107069182	LOC107069182	123
gene-LOC107069183	LOC107069183	160
gene-LOC107069184	LOC107069184	214
gene-LOC107069155	LOC107069155	0
gene-LOC107069156	LOC107069156	3
gene-LOC107069185	LOC107069185	1599
gene-LOC107069207	LOC107069207	79
gene-LOC107069210	LOC107069210	125
gene-LOC107069193	LOC107069193	1526
gene-LOC107069195	LOC107069195	2
gene-LOC107069194	LOC107069194	5088
gene-Trnal-aag-2	Trnal-aag	0
gene-Trnaw-cca-2	Trnaw-cca	0
gene-Trnaw-cca-3	Trnaw-cca	0
gene-Trnas-aga-4	Trnas-aga	0
gene-LOC107069196	LOC107069196	165
gene-LOC107069197	LOC107069197	5
gene-Trnat-agu-4	Trnat-agu	0
gene-Trnas-gcu-3	Trnas-gcu	0
gene-LOC107069199	LOC107069199	50
gene-LOC107069198	LOC107069198	125
gene-LOC107069201	LOC107069201	174
gene-LOC107069202	LOC107069202	4
gene-LOC107069303	LOC107069303	242
gene-LOC107069291	LOC107069291	2111
gene-LOC107069290	LOC107069290	40
gene-LOC107069211	LOC107069211	7
gene-LOC107069265	LOC107069265	92
gene-LOC107069281	LOC107069281	146
gene-LOC107069282	LOC107069282	276
gene-LOC107069299	LOC107069299	257
gene-LOC107069212	LOC107069212	59
gene-LOC107069285	LOC107069285	134
gene-LOC107069287	LOC107069287	571
gene-LOC107069292	LOC107069292	56
gene-LOC107069293	LOC107069293	762
gene-LOC107069220	LOC107069220	22
gene-LOC107069279	LOC107069279	131
gene-LOC107069280	LOC107069280	33
gene-LOC107069278	LOC107069278	267
gene-LOC107069277	LOC107069277	42
gene-LOC107069213	LOC107069213	1
gene-LOC107069301	LOC107069301	122
gene-LOC107069214	LOC107069214	3
gene-LOC107069240	LOC107069240	1108
gene-LOC107069243	LOC107069243	47
gene-LOC107069242	LOC107069242	315
gene-LOC107069283	LOC107069283	235
gene-LOC107069284	LOC107069284	27
gene-LOC107069297	LOC107069297	357
gene-LOC107069262	LOC107069262	143
gene-LOC107069263	LOC107069263	75
gene-LOC107069264	LOC107069264	1527
gene-LOC107069245	LOC107069245	62
gene-LOC107069244	LOC107069244	6
gene-LOC107069249	LOC107069249	10
gene-LOC107069250	LOC107069250	36
gene-LOC107069248	LOC107069248	61
gene-LOC107069247	LOC107069247	757
gene-LOC107069273	LOC107069273	445
gene-LOC107069271	LOC107069271	113
gene-LOC107069274	LOC107069274	44
gene-LOC107069272	LOC107069272	86
gene-LOC107069289	LOC107069289	279
gene-Trnaa-ugc	Trnaa-ugc	0
gene-LOC107069294	LOC107069294	245
gene-LOC107069251	LOC107069251	63
gene-LOC107069254	LOC107069254	51
gene-LOC107069252	LOC107069252	1170
gene-LOC107069288	LOC107069288	139
gene-LOC107069233	LOC107069233	231
gene-LOC107069216	LOC107069216	23
gene-LOC107069235	LOC107069235	351
gene-LOC107069236	LOC107069236	257
gene-LOC107069217	LOC107069217	1
gene-LOC107069304	LOC107069304	12
gene-LOC107069239	LOC107069239	334
gene-LOC107069237	LOC107069237	936
gene-LOC107069295	LOC107069295	221
gene-LOC107069302	LOC107069302	303
gene-LOC107069296	LOC107069296	132
gene-LOC107069270	LOC107069270	20
gene-LOC107069269	LOC107069269	31
gene-LOC107069266	LOC107069266	99
gene-LOC107069268	LOC107069268	61
gene-LOC107069256	LOC107069256	164
gene-LOC107069255	LOC107069255	330
gene-LOC107069257	LOC107069257	253
gene-LOC107069258	LOC107069258	88
gene-LOC107069259	LOC107069259	62
gene-LOC107069260	LOC107069260	53
gene-LOC107069261	LOC107069261	91
gene-LOC107069300	LOC107069300	131
gene-LOC107069218	LOC107069218	178
gene-LOC107069276	LOC107069276	48
gene-LOC107069226	LOC107069226	365
gene-LOC107069224	LOC107069224	228
gene-LOC107069221	LOC107069221	105
gene-LOC107069222	LOC107069222	161
gene-LOC107069223	LOC107069223	524
gene-LOC107069227	LOC107069227	157
gene-LOC107069228	LOC107069228	304
gene-LOC107069230	LOC107069230	2306
gene-LOC107069232	LOC107069232	5616
gene-LOC107069219	LOC107069219	39
gene-LOC107069231	LOC107069231	17
gene-LOC107069333	LOC107069333	1
gene-LOC107069336	LOC107069336	63
gene-LOC107069335	LOC107069335	172
gene-LOC107069332	LOC107069332	170
gene-LOC107069340	LOC107069340	102
gene-LOC107069337	LOC107069337	157
gene-LOC107069305	LOC107069305	0
gene-LOC107069342	LOC107069342	35
gene-LOC107069341	LOC107069341	20
gene-LOC107069339	LOC107069339	102
gene-LOC107069306	LOC107069306	22
gene-LOC107069317	LOC107069317	1039
gene-Trnaa-agc-4	Trnaa-agc	0
gene-Trnaa-agc-5	Trnaa-agc	0
gene-Trnaa-agc-6	Trnaa-agc	0
gene-Trnaa-agc-7	Trnaa-agc	0
gene-Trnaa-agc-8	Trnaa-agc	0
gene-LOC107069319	LOC107069319	77
gene-LOC107069321	LOC107069321	31729
gene-LOC107069322	LOC107069322	110
gene-LOC107069338	LOC107069338	187
gene-LOC107069307	LOC107069307	44
gene-LOC107069320	LOC107069320	422
gene-LOC107069309	LOC107069309	342
gene-LOC107069311	LOC107069311	135
gene-LOC107069316	LOC107069316	27
gene-LOC107069312	LOC107069312	174
gene-LOC107069315	LOC107069315	4
gene-LOC107069314	LOC107069314	161
gene-LOC107069313	LOC107069313	270
gene-LOC107069327	LOC107069327	32
gene-LOC107069328	LOC107069328	42
gene-LOC107069330	LOC107069330	208
gene-LOC107069308	LOC107069308	33
gene-LOC107069329	LOC107069329	187
gene-LOC107069331	LOC107069331	83
gene-LOC107069324	LOC107069324	2
gene-LOC107069323	LOC107069323	106
gene-LOC107069325	LOC107069325	32
gene-LOC107069326	LOC107069326	25
gene-LOC107069361	LOC107069361	589
gene-LOC107069359	LOC107069359	69
gene-LOC107069360	LOC107069360	226
gene-Trnat-agu-5	Trnat-agu	0
gene-Trnap-cgg-3	Trnap-cgg	0
gene-LOC107069370	LOC107069370	24
gene-Trnap-agg-2	Trnap-agg	0
gene-LOC107069353	LOC107069353	346
gene-LOC107069352	LOC107069352	580
gene-LOC107069351	LOC107069351	107
gene-LOC107069373	LOC107069373	284
gene-LOC107069343	LOC107069343	105
gene-LOC107069371	LOC107069371	226
gene-LOC107069376	LOC107069376	167
gene-LOC107069381	LOC107069381	13
gene-Trnav-aac-4	Trnav-aac	0
gene-Trnav-aac-5	Trnav-aac	0
gene-LOC107069356	LOC107069356	1174
gene-LOC107069357	LOC107069357	98
gene-LOC107069344	LOC107069344	97
gene-LOC107069366	LOC107069366	34
gene-LOC107069347	LOC107069347	8
gene-Trnag-gcc-3	Trnag-gcc	0
gene-LOC107069374	LOC107069374	0
gene-LOC107069375	LOC107069375	348
gene-LOC107069377	LOC107069377	117
gene-LOC107069348	LOC107069348	713
gene-LOC107069350	LOC107069350	133
gene-LOC107069372	LOC107069372	341
gene-LOC107069368	LOC107069368	79
gene-LOC107069367	LOC107069367	324
gene-LOC107069369	LOC107069369	14
gene-LOC107069378	LOC107069378	67
gene-LOC107069345	LOC107069345	0
gene-LOC107069346	LOC107069346	0
gene-LOC107069354	LOC107069354	68
gene-LOC107069355	LOC107069355	3
gene-LOC107069362	LOC107069362	381
gene-LOC107069363	LOC107069363	0
gene-LOC107069364	LOC107069364	2
gene-Trnae-uuc-7	Trnae-uuc	0
gene-LOC107069380	LOC107069380	2
gene-LOC107069379	LOC107069379	1
gene-LOC107069388	LOC107069388	47
gene-LOC107069409	LOC107069409	7
gene-LOC107069410	LOC107069410	61
gene-LOC107069383	LOC107069383	2
gene-LOC107069394	LOC107069394	179
gene-LOC107069395	LOC107069395	112
gene-LOC107069396	LOC107069396	1
gene-LOC107069398	LOC107069398	4
gene-LOC107069399	LOC107069399	128
gene-LOC107069405	LOC107069405	308
gene-LOC107069406	LOC107069406	167
gene-LOC107069400	LOC107069400	888
gene-LOC107069411	LOC107069411	196
gene-LOC107069403	LOC107069403	1526
gene-LOC107069389	LOC107069389	425
gene-LOC107069408	LOC107069408	170
gene-LOC107069402	LOC107069402	257
gene-LOC107069392	LOC107069392	964
gene-LOC107069393	LOC107069393	47
gene-LOC107069401	LOC107069401	272
gene-LOC107069387	LOC107069387	21
gene-LOC107069384	LOC107069384	1
gene-LOC107069385	LOC107069385	0
gene-LOC107069386	LOC107069386	0
gene-LOC107069404	LOC107069404	238
gene-LOC107069407	LOC107069407	302
gene-LOC107069390	LOC107069390	2
gene-LOC107069391	LOC107069391	0
gene-LOC107069469	LOC107069469	56
gene-LOC107069453	LOC107069453	102
gene-LOC107069454	LOC107069454	175
gene-LOC107069413	LOC107069413	0
gene-LOC107069458	LOC107069458	9
gene-LOC107069457	LOC107069457	413
gene-LOC107069456	LOC107069456	29
gene-LOC107069455	LOC107069455	142
gene-LOC107069421	LOC107069421	2
gene-LOC107069466	LOC107069466	36
gene-LOC107069448	LOC107069448	283
gene-LOC107069414	LOC107069414	1545
gene-LOC107069430	LOC107069430	0
gene-LOC107069428	LOC107069428	486
gene-LOC107069420	LOC107069420	1
gene-LOC107069415	LOC107069415	5
gene-LOC107069437	LOC107069437	992
gene-LOC107069438	LOC107069438	236
gene-LOC107069463	LOC107069463	532
gene-Trnat-cgu-2	Trnat-cgu	0
gene-LOC107069416	LOC107069416	0
gene-LOC107069468	LOC107069468	24
gene-LOC107069419	LOC107069419	24
gene-LOC107069418	LOC107069418	25
gene-LOC107069431	LOC107069431	98
gene-LOC107069432	LOC107069432	739
gene-LOC107069434	LOC107069434	578
gene-LOC107069435	LOC107069435	100
gene-LOC107069433	LOC107069433	84
gene-LOC107069436	LOC107069436	31
gene-LOC107069449	LOC107069449	652
gene-LOC107069451	LOC107069451	283
gene-LOC107069452	LOC107069452	87
gene-LOC107069440	LOC107069440	238
gene-LOC107069442	LOC107069442	314
gene-LOC107069439	LOC107069439	148
gene-LOC107069443	LOC107069443	100
gene-LOC107069444	LOC107069444	84
gene-LOC107069467	LOC107069467	36
gene-LOC107069422	LOC107069422	209
gene-LOC107069425	LOC107069425	23
gene-LOC107069426	LOC107069426	69
gene-LOC107069427	LOC107069427	110
gene-LOC107069423	LOC107069423	138
gene-LOC107069465	LOC107069465	61
gene-LOC107069446	LOC107069446	253
gene-LOC107069445	LOC107069445	86
gene-LOC107069447	LOC107069447	2
gene-LOC107069464	LOC107069464	104
gene-LOC107069461	LOC107069461	106
gene-LOC107069462	LOC107069462	37
gene-LOC107069459	LOC107069459	29
gene-LOC107069460	LOC107069460	6
gene-LOC107069417	LOC107069417	0
gene-LOC107069532	LOC107069532	226
gene-LOC107069530	LOC107069530	539
gene-LOC107069489	LOC107069489	187
gene-LOC107069490	LOC107069490	405
gene-LOC107069491	LOC107069491	2148
gene-LOC107069492	LOC107069492	121
gene-LOC107069494	LOC107069494	345
gene-LOC107069470	LOC107069470	31
gene-LOC107069493	LOC107069493	33
gene-LOC107069495	LOC107069495	614
gene-LOC107069496	LOC107069496	4
gene-LOC107069471	LOC107069471	0
gene-LOC107069472	LOC107069472	0
gene-LOC107069497	LOC107069497	93
gene-LOC107069498	LOC107069498	19
gene-LOC107069499	LOC107069499	20
gene-LOC107069525	LOC107069525	862
gene-LOC107069531	LOC107069531	49
gene-LOC107069526	LOC107069526	51
gene-LOC107069527	LOC107069527	434
gene-LOC107069506	LOC107069506	89
gene-LOC107069507	LOC107069507	282
gene-LOC107069517	LOC107069517	459
gene-Trnad-guc-4	Trnad-guc	0
gene-Trnad-guc-5	Trnad-guc	0
gene-Trnac-gca-4	Trnac-gca	0
gene-LOC107069518	LOC107069518	113
gene-LOC107069533	LOC107069533	78
gene-LOC107069508	LOC107069508	124
gene-LOC107069509	LOC107069509	140
gene-LOC107069512	LOC107069512	122
gene-LOC107069511	LOC107069511	600
gene-LOC107069510	LOC107069510	76
gene-LOC107069519	LOC107069519	220
gene-LOC107069520	LOC107069520	178
gene-LOC107069523	LOC107069523	0
gene-LOC107069524	LOC107069524	3
gene-LOC107069522	LOC107069522	29
gene-LOC107069521	LOC107069521	54
gene-LOC107069476	LOC107069476	114
gene-LOC107069479	LOC107069479	6
gene-LOC107069477	LOC107069477	59
gene-LOC107069478	LOC107069478	67
gene-LOC107069473	LOC107069473	68
gene-LOC107069474	LOC107069474	51
gene-LOC107069484	LOC107069484	125
gene-LOC107069485	LOC107069485	83
gene-LOC107069482	LOC107069482	41
gene-LOC107069475	LOC107069475	103
gene-LOC107069481	LOC107069481	54
gene-LOC107069480	LOC107069480	106
gene-LOC107069483	LOC107069483	145
gene-LOC107069487	LOC107069487	24
gene-LOC107069486	LOC107069486	695
gene-LOC107069488	LOC107069488	4862
gene-LOC107069500	LOC107069500	5
gene-LOC107069501	LOC107069501	0
gene-LOC107069502	LOC107069502	86
gene-LOC107069505	LOC107069505	121
gene-LOC107069504	LOC107069504	1322
gene-LOC107069503	LOC107069503	1084
gene-LOC107069536	LOC107069536	2
gene-LOC107069537	LOC107069537	4
gene-LOC107069528	LOC107069528	40
gene-LOC107069529	LOC107069529	320
gene-LOC107069534	LOC107069534	158
gene-LOC107069513	LOC107069513	57
gene-LOC107069514	LOC107069514	28
gene-LOC107069515	LOC107069515	378
gene-LOC107069516	LOC107069516	95
gene-LOC107069535	LOC107069535	32
gene-LOC107069539	LOC107069539	85
gene-LOC107069542	LOC107069542	144
gene-LOC107069544	LOC107069544	70
gene-LOC107069545	LOC107069545	22
gene-LOC107069541	LOC107069541	625
gene-LOC107069543	LOC107069543	119
gene-LOC107069566	LOC107069566	233
gene-LOC107069538	LOC107069538	0
gene-LOC107069561	LOC107069561	29
gene-LOC107069560	LOC107069560	3491
gene-LOC107069557	LOC107069557	99
gene-LOC107069555	LOC107069555	231
gene-LOC107069556	LOC107069556	34
gene-LOC107069558	LOC107069558	173
gene-LOC107069559	LOC107069559	56
gene-LOC107069563	LOC107069563	438
gene-LOC107069546	LOC107069546	420
gene-LOC107069547	LOC107069547	77
gene-LOC107069548	LOC107069548	564
gene-LOC107069565	LOC107069565	80
gene-LOC107069567	LOC107069567	57
gene-LOC107069564	LOC107069564	392
gene-LOC107069562	LOC107069562	196
gene-LOC107069549	LOC107069549	88
gene-LOC107069551	LOC107069551	1
gene-LOC107069550	LOC107069550	133
gene-Trnav-uac-3	Trnav-uac	0
gene-LOC107069553	LOC107069553	75
gene-LOC107069554	LOC107069554	98
gene-LOC107069601	LOC107069601	134
gene-LOC107069575	LOC107069575	4
gene-LOC107069600	LOC107069600	846
gene-LOC107069568	LOC107069568	3
gene-LOC107069594	LOC107069594	235
